product_id,category,subcategory,brand,product_name,price,cost,margin_pct,rating,stock_status
P00066,Electronics,Cameras,Apple,Apple Cameras Grass-roots leadinge,21724.55,17850.32,21.7,3.8,In Stock
P00067,Electronics,Smartphones,Samsung,Samsung Smartphones Quality-focused 5thg,91502.83,79252.82,15.46,4.7,Limited
P00068,Electronics,Laptops,HP,HP Laptops Profit-focused respo,135428.19,118900.13,13.9,3.6,Limited
P00069,Electronics,Smartphones,Sony,Sony Smartphones Compatible 6thgenera,139208.4,118591.79,17.38,4.6,In Stock
P00070,Electronics,Cameras,HP,HP Cameras Enhanced eco-centric,15146.2,12766.27,18.64,4.0,In Stock
P00071,Electronics,Laptops,JBL,JBL Laptops De-engineered attitu,135506.79,115747.31,17.07,4.5,In Stock
P00072,Electronics,Gaming Consoles,JBL,JBL Gaming Consoles Re-contextualized fu,47870.0,42260.78,13.27,4.1,Limited
P00073,Electronics,Tablets,Canon,Canon Tablets Phased bottom-line a,87520.26,75409.01,16.06,4.8,In Stock
P00074,Electronics,Headphones,Xiaomi,Xiaomi Headphones Up-sized impactful i,67333.78,57159.48,17.8,4.5,Limited
P00075,Electronics,Accessories,Lenovo,Lenovo Accessories Automated optimal co,102965.95,87921.12,17.11,4.7,In Stock
P00076,Electronics,Laptops,Realme,Realme Laptops Total fault-tolerant,79740.54,67388.61,18.33,4.0,In Stock
P00077,Electronics,Headphones,Xiaomi,Xiaomi Headphones Visionary national i,121951.62,107471.42,13.47,3.6,Limited
P00078,Electronics,Laptops,Lenovo,Lenovo Laptops Re-contextualized gr,65093.95,55025.56,18.3,3.8,Limited
P00079,Electronics,Accessories,HP,HP Accessories Ergonomic eco-centri,40377.74,34056.63,18.56,3.5,In Stock
P00080,Electronics,Gaming Consoles,Xiaomi,Xiaomi Gaming Consoles Public-key encompass,30503.57,25089.37,21.58,4.3,In Stock
P00081,Electronics,Smart Watches,Xbox,Xbox Smart Watches Virtual value-added ,128008.77,109817.86,16.56,4.7,Out of Stock
P00082,Electronics,Cameras,Boat,Boat Cameras Open-architected sca,134256.76,113655.05,18.13,4.6,Out of Stock
P00083,Electronics,Gaming Consoles,PS5,PS5 Gaming Consoles User-centric high-le,136493.94,117203.29,16.46,3.7,Limited
P00084,Electronics,Accessories,Realme,Realme Accessories Switchable dynamic s,114007.63,94691.8,20.4,3.9,Out of Stock
P00085,Electronics,Accessories,Nikon,Nikon Accessories Centralized secondar,39690.65,34098.87,16.4,4.6,In Stock
P00086,Electronics,Headphones,Dell,Dell Headphones Customizable human-r,51357.89,43745.5,17.4,3.7,In Stock
P00087,Electronics,Gaming Consoles,JBL,JBL Gaming Consoles Focused contextually,27156.76,23792.6,14.14,4.1,In Stock
P00088,Electronics,Accessories,HP,HP Accessories Persevering responsi,14028.53,11658.48,20.33,4.1,Out of Stock
P00089,Electronics,Smartphones,PS5,PS5 Smartphones Multi-tiered encompa,132695.22,112685.72,17.76,4.2,In Stock
P00090,Electronics,Headphones,Boat,Boat Headphones Customer-focused reg,61548.06,50901.33,20.92,4.8,Out of Stock
P00091,Electronics,Smart Watches,Lenovo,Lenovo Smart Watches Public-key stable po,36816.14,31640.3,16.36,3.5,In Stock
P00092,Electronics,Gaming Consoles,JBL,JBL Gaming Consoles Visionary composite ,28931.49,24796.88,16.67,3.7,Out of Stock
P00093,Electronics,Smartphones,Xbox,Xbox Smartphones Re-engineered optima,62132.94,52814.41,17.64,3.5,Limited
P00094,Electronics,Tablets,PS5,PS5 Tablets Self-enabling modula,71946.27,63950.63,12.5,4.1,In Stock
P00095,Electronics,Accessories,Dell,Dell Accessories Networked multi-task,53937.58,44651.64,20.8,3.9,Limited
P00096,Electronics,Headphones,PS5,PS5 Headphones Enterprise-wide mobi,16876.4,15042.18,12.19,4.3,In Stock
P00097,Electronics,Smart Watches,Nikon,Nikon Smart Watches Fully-configurable z,14949.66,12296.88,21.57,3.6,In Stock
P00098,Electronics,Smart Watches,Xiaomi,Xiaomi Smart Watches Multi-tiered holisti,126688.18,107169.09,18.21,3.9,Limited
P00099,Electronics,Laptops,Canon,Canon Laptops Cloned needs-based p,142424.77,122095.46,16.65,3.9,In Stock
P00100,Electronics,Tablets,Canon,Canon Tablets Centralized context-,93050.89,77880.37,19.48,3.7,In Stock
P00101,Electronics,Headphones,Samsung,Samsung Headphones Customizable web-ena,88909.29,73303.75,21.29,4.4,Limited
P00102,Electronics,Gaming Consoles,JBL,JBL Gaming Consoles Mandatory exuding su,33757.82,28627.49,17.92,4.7,In Stock
P00103,Electronics,Laptops,JBL,JBL Laptops Object-based zero-de,117009.73,97101.15,20.5,4.4,In Stock
P00104,Electronics,Smartphones,Dell,Dell Smartphones Advanced fresh-think,82248.06,69340.23,18.62,3.6,In Stock
P00105,Electronics,Smartphones,PS5,PS5 Smartphones Business-focused sta,65908.52,56379.28,16.9,4.2,In Stock
P00106,Electronics,Accessories,JBL,JBL Accessories Streamlined scalable,27183.72,23895.38,13.76,4.3,In Stock
P00107,Electronics,Accessories,Lenovo,Lenovo Accessories Universal leadingedg,68158.3,57126.94,19.31,3.9,In Stock
P00108,Electronics,Laptops,Realme,Realme Laptops Upgradable system-wo,132836.52,116076.64,14.44,4.2,Out of Stock
P00109,Electronics,Gaming Consoles,Dell,Dell Gaming Consoles Operative optimizing,9161.5,7602.3,20.51,3.8,In Stock
P00110,Electronics,Cameras,Boat,Boat Cameras Triple-buffered grid,42461.1,36988.12,14.8,4.4,In Stock
P00111,Electronics,Smartphones,Sony,Sony Smartphones De-engineered object,142469.07,126239.55,12.86,4.6,Limited
P00112,Electronics,Smart Watches,JBL,JBL Smart Watches Face-to-face context,74033.5,62151.18,19.12,4.2,In Stock
P00113,Electronics,Laptops,Realme,Realme Laptops Re-contextualized 24,37131.48,31224.47,18.92,4.0,Out of Stock
P00114,Electronics,Cameras,Lenovo,Lenovo Cameras Persevering grid-ena,85253.58,73852.54,15.44,5.0,Out of Stock
P00115,Electronics,Cameras,Dell,Dell Cameras Enhanced dedicated s,106913.97,93204.38,14.71,3.9,In Stock
P00116,Electronics,Smart Watches,Dell,Dell Smart Watches Business-focused mot,22335.44,19031.78,17.36,4.6,In Stock
P00117,Electronics,Smart Watches,Xiaomi,Xiaomi Smart Watches Front-line actuating,112097.67,97675.84,14.76,4.4,Out of Stock
P00118,Electronics,Headphones,Samsung,Samsung Headphones Enhanced bandwidth-m,125731.11,109367.1,14.96,4.0,In Stock
P00119,Electronics,Smartphones,JBL,JBL Smartphones Configurable user-fa,82449.59,71855.81,14.74,5.0,Out of Stock
P00120,Electronics,Headphones,JBL,JBL Headphones Adaptive national in,141892.99,119863.62,18.38,4.6,In Stock
P00121,Electronics,Smartphones,Canon,Canon Smartphones Reverse-engineered e,46229.2,39584.15,16.79,4.0,In Stock
P00122,Electronics,Headphones,PS5,PS5 Headphones Advanced reciprocal ,74270.73,61778.42,20.22,4.1,In Stock
P00123,Electronics,Smartphones,OnePlus,OnePlus Smartphones Proactive reciprocal,26633.65,22642.19,17.63,4.0,In Stock
P00124,Electronics,Laptops,Sony,Sony Laptops Persevering scalable,115844.3,98120.6,18.06,4.7,In Stock
P00125,Electronics,Gaming Consoles,Lenovo,Lenovo Gaming Consoles Enterprise-wide high,136733.13,118925.75,14.97,4.4,Limited
P00126,Electronics,Headphones,Canon,Canon Headphones Profound grid-enable,95048.96,80484.28,18.1,4.6,In Stock
P00127,Electronics,Smart Watches,Realme,Realme Smart Watches Optional holistic st,100762.08,88722.0,13.57,3.8,In Stock
P00128,Electronics,Tablets,Apple,Apple Tablets Customizable dynamic,64235.05,54027.29,18.89,4.2,In Stock
P00129,Electronics,Smart Watches,Realme,Realme Smart Watches Ergonomic maximized ,107508.6,90320.68,19.03,4.2,In Stock
P00130,Electronics,Headphones,Boat,Boat Headphones User-centric mobile ,119730.92,101554.76,17.9,4.7,In Stock
P00131,Electronics,Gaming Consoles,Samsung,Samsung Gaming Consoles Customer-focused int,83961.54,70867.77,18.48,4.9,In Stock
P00132,Electronics,Laptops,Apple,Apple Laptops Persistent next gene,29058.8,25251.81,15.08,4.6,Out of Stock
P00133,Electronics,Headphones,Lenovo,Lenovo Headphones Universal system-wor,23031.28,19372.45,18.89,4.5,In Stock
P00134,Electronics,Accessories,Lenovo,Lenovo Accessories Compatible human-res,16664.07,14825.87,12.4,4.1,In Stock
P00135,Electronics,Headphones,Apple,Apple Headphones Enterprise-wide dyna,18242.4,14999.62,21.62,4.8,Out of Stock
P00136,Electronics,Smartphones,Boat,Boat Smartphones Enhanced bi-directio,102480.83,89350.65,14.7,3.6,In Stock
P00137,Electronics,Accessories,Sony,Sony Accessories Synchronized system-,99468.88,82096.63,21.16,3.8,Out of Stock
P00138,Electronics,Gaming Consoles,Nikon,Nikon Gaming Consoles Business-focused exu,123065.52,101129.89,21.69,4.2,Limited
P00139,Electronics,Cameras,Dell,Dell Cameras Ergonomic actuating ,102169.36,84733.47,20.58,4.0,Limited
P00140,Electronics,Headphones,Nikon,Nikon Headphones Right-sized disinter,142053.06,118243.88,20.14,4.3,Limited
P00141,Electronics,Laptops,Dell,Dell Laptops Vision-oriented bi-d,41597.83,36760.45,13.16,4.7,Out of Stock
P00142,Electronics,Smartphones,Nikon,Nikon Smartphones Extended bi-directio,131058.29,112380.85,16.62,3.6,Out of Stock
P00143,Electronics,Cameras,Canon,Canon Cameras Devolved bottom-line,114684.26,96981.22,18.25,4.6,In Stock
P00144,Electronics,Headphones,Sony,Sony Headphones Centralized secondar,23996.92,20888.63,14.88,4.8,Limited
P00145,Electronics,Laptops,Apple,Apple Laptops Advanced bifurcated ,146106.29,123725.87,18.09,3.9,In Stock
P00146,Electronics,Headphones,Sony,Sony Headphones Organized intangible,6982.8,6015.51,16.08,3.8,In Stock
P00147,Electronics,Accessories,Samsung,Samsung Accessories Advanced disintermed,98917.9,87121.86,13.54,4.9,In Stock
P00148,Electronics,Headphones,HP,HP Headphones Synchronized well-mo,126034.97,103474.91,21.8,3.9,Out of Stock
P00149,Electronics,Tablets,HP,HP Tablets Reduced didactic pri,32638.5,27661.21,17.99,4.6,In Stock
P00150,Electronics,Laptops,Realme,Realme Laptops Future-proofed inter,117037.89,97091.33,20.54,4.0,Out of Stock
P00151,Electronics,Headphones,PS5,PS5 Headphones Programmable discret,5371.96,4504.39,19.26,4.8,Out of Stock
P00152,Electronics,Accessories,PS5,PS5 Accessories Integrated tertiary ,26546.34,22614.6,17.39,4.0,Out of Stock
P00153,Electronics,Gaming Consoles,Lenovo,Lenovo Gaming Consoles Universal tangible p,140263.58,116212.27,20.7,5.0,In Stock
P00154,Electronics,Gaming Consoles,Xiaomi,Xiaomi Gaming Consoles Exclusive responsive,129121.88,111208.67,16.11,4.0,Limited
P00155,Electronics,Gaming Consoles,HP,HP Gaming Consoles Fully-configurable 3,148320.03,123678.42,19.92,4.5,In Stock
P00156,Electronics,Accessories,Apple,Apple Accessories Right-sized system-w,23305.71,19157.44,21.65,4.0,In Stock
P00157,Electronics,Accessories,Samsung,Samsung Accessories Ameliorated composit,81262.91,69712.11,16.57,4.6,Limited
P00158,Electronics,Tablets,Samsung,Samsung Tablets Optimized methodical,73076.14,60050.06,21.69,4.0,Limited
P00159,Electronics,Laptops,PS5,PS5 Laptops Extended dynamic dat,52642.01,44332.51,18.74,4.3,In Stock
P00160,Electronics,Accessories,PS5,PS5 Accessories Switchable systemic ,83447.32,70613.59,18.17,3.9,In Stock
P00161,Electronics,Smart Watches,JBL,JBL Smart Watches Automated disinterme,18105.0,14866.56,21.78,4.6,In Stock
P00162,Electronics,Accessories,OnePlus,OnePlus Accessories Fundamental actuatin,105630.17,87272.96,21.03,3.6,In Stock
P00163,Electronics,Headphones,Dell,Dell Headphones Configurable context,59351.96,52312.89,13.46,4.3,Out of Stock
P00164,Electronics,Tablets,OnePlus,OnePlus Tablets Right-sized attitude,30385.06,25729.35,18.09,4.1,In Stock
P00165,Electronics,Accessories,Xbox,Xbox Accessories Optional tangible ar,89557.78,78338.27,14.32,4.5,Limited
P00166,Electronics,Headphones,Nikon,Nikon Headphones Integrated real-time,6362.63,5300.14,20.05,4.9,Out of Stock
P00167,Electronics,Tablets,Samsung,Samsung Tablets Multi-layered actuat,69050.82,59807.22,15.46,4.4,Limited
P00168,Electronics,Headphones,Lenovo,Lenovo Headphones Decentralized full-r,127569.07,111910.38,13.99,4.1,Limited
P00169,Electronics,Laptops,Xiaomi,Xiaomi Laptops Phased optimizing su,60297.82,52165.44,15.59,3.9,In Stock
P00170,Electronics,Smartphones,PS5,PS5 Smartphones Persistent needs-bas,100443.32,87536.27,14.74,4.3,In Stock
P00171,Electronics,Accessories,PS5,PS5 Accessories Profit-focused tangi,136102.52,118492.27,14.86,4.7,Out of Stock
P00172,Electronics,Cameras,Xiaomi,Xiaomi Cameras Face-to-face interac,97309.59,82320.01,18.21,4.5,In Stock
P00173,Electronics,Laptops,Xbox,Xbox Laptops Diverse tertiary ext,95981.43,85397.11,12.39,4.7,In Stock
P00174,Electronics,Cameras,JBL,JBL Cameras Ameliorated encompas,24054.71,19864.12,21.1,4.0,Limited
P00175,Electronics,Tablets,Xiaomi,Xiaomi Tablets Advanced uniform fle,24163.17,20582.96,17.39,5.0,Out of Stock
P00176,Electronics,Headphones,PS5,PS5 Headphones Reverse-engineered a,28858.94,23822.7,21.14,4.9,In Stock
P00177,Electronics,Cameras,Boat,Boat Cameras Reverse-engineered t,21699.61,17840.83,21.63,3.7,In Stock
P00178,Electronics,Gaming Consoles,PS5,PS5 Gaming Consoles Devolved dedicated a,121665.21,105194.17,15.66,4.7,In Stock
P00179,Electronics,Headphones,Sony,Sony Headphones Organic dynamic prod,22920.37,19812.59,15.69,4.6,In Stock
P00180,Electronics,Gaming Consoles,PS5,PS5 Gaming Consoles Distributed static n,97589.64,84336.4,15.71,4.5,Limited
P00181,Electronics,Smartphones,Canon,Canon Smartphones Enterprise-wide grid,133214.05,113263.7,17.61,4.9,In Stock
P00182,Electronics,Laptops,Nikon,Nikon Laptops Automated radical fl,124459.03,102778.96,21.09,4.0,Limited
P00183,Electronics,Laptops,OnePlus,OnePlus Laptops Progressive leadinge,11575.29,10300.85,12.37,5.0,In Stock
P00184,Electronics,Laptops,Xiaomi,Xiaomi Laptops Networked methodical,133652.6,117904.52,13.36,4.2,Out of Stock
P00185,Electronics,Gaming Consoles,Canon,Canon Gaming Consoles Down-sized well-modu,112629.01,99193.08,13.55,4.1,In Stock
P00186,Electronics,Accessories,Canon,Canon Accessories Intuitive 4thgenerat,64176.8,52813.8,21.52,3.5,In Stock
P00187,Electronics,Smart Watches,Lenovo,Lenovo Smart Watches Automated responsive,69480.9,60755.7,14.36,4.0,In Stock
P00188,Electronics,Cameras,Apple,Apple Cameras Monitored bottom-lin,62730.25,55075.77,13.9,3.7,Limited
P00189,Electronics,Laptops,Nikon,Nikon Laptops Ameliorated global p,35755.34,30200.06,18.39,5.0,In Stock
P00190,Electronics,Cameras,Xiaomi,Xiaomi Cameras Inverse homogeneous ,148379.03,123783.52,19.87,3.8,Out of Stock
P00191,Electronics,Smart Watches,Canon,Canon Smart Watches Team-oriented static,36312.95,30086.05,20.7,4.0,In Stock
P00192,Electronics,Smartphones,Realme,Realme Smartphones Enterprise-wide resp,129468.89,114122.92,13.45,3.7,In Stock
P00193,Electronics,Tablets,Samsung,Samsung Tablets Extended 4thgenerati,100853.36,89840.85,12.26,3.5,In Stock
P00194,Electronics,Cameras,Apple,Apple Cameras Universal national p,30265.7,26897.11,12.52,4.6,Out of Stock
P00195,Electronics,Laptops,JBL,JBL Laptops Horizontal dynamic c,14215.92,12204.31,16.48,4.0,Out of Stock
P00196,Electronics,Laptops,Lenovo,Lenovo Laptops Face-to-face client-,78056.61,64268.37,21.45,3.6,Out of Stock
P00197,Electronics,Headphones,Lenovo,Lenovo Headphones Integrated cohesive ,98284.4,87510.53,12.31,5.0,Limited
P00198,Electronics,Gaming Consoles,Nikon,Nikon Gaming Consoles Upgradable zero-defe,20654.47,17338.62,19.12,4.2,In Stock
P00199,Electronics,Cameras,Canon,Canon Cameras Quality-focused tran,26508.4,23404.52,13.26,4.4,Out of Stock
P00200,Electronics,Cameras,HP,HP Cameras Diverse incremental ,149221.02,127207.11,17.31,4.2,Out of Stock
P00201,Electronics,Gaming Consoles,Samsung,Samsung Gaming Consoles Robust client-driven,119998.93,106058.46,13.14,4.5,Out of Stock
P00202,Electronics,Smart Watches,HP,HP Smart Watches Self-enabling zero-d,70475.46,61666.45,14.28,4.0,Limited
P00203,Electronics,Gaming Consoles,HP,HP Gaming Consoles Adaptive multi-taski,110793.81,96237.44,15.13,4.0,In Stock
P00204,Electronics,Cameras,OnePlus,OnePlus Cameras Stand-alone responsi,104589.05,89589.39,16.74,3.6,In Stock
P00205,Electronics,Laptops,HP,HP Laptops Fully-configurable i,19001.84,15916.05,19.39,4.7,Out of Stock
P00206,Electronics,Smartphones,Canon,Canon Smartphones Innovative optimizin,143710.57,122185.38,17.62,4.5,Limited
P00207,Electronics,Cameras,PS5,PS5 Cameras Multi-tiered intangi,101474.38,84913.78,19.5,4.8,In Stock
P00208,Electronics,Headphones,Canon,Canon Headphones Reactive even-keeled,50305.09,44503.6,13.04,4.3,In Stock
P00209,Electronics,Accessories,Xiaomi,Xiaomi Accessories Ergonomic client-ser,127854.85,110695.75,15.5,4.3,In Stock
P00210,Electronics,Headphones,Canon,Canon Headphones Public-key maximized,37793.07,32498.67,16.29,4.3,Out of Stock
P00211,Electronics,Smartphones,Canon,Canon Smartphones Inverse real-time to,139717.22,116145.87,20.29,3.9,In Stock
P00212,Electronics,Headphones,JBL,JBL Headphones Re-engineered object,115549.38,95325.68,21.22,4.0,In Stock
P00213,Electronics,Tablets,Canon,Canon Tablets Future-proofed scala,100314.97,89013.9,12.7,4.6,In Stock
P00214,Electronics,Laptops,JBL,JBL Laptops User-friendly multi-,81919.99,70765.91,15.76,4.2,In Stock
P00215,Electronics,Cameras,Realme,Realme Cameras Optimized cohesive m,109631.42,91536.21,19.77,4.4,In Stock
P00216,Electronics,Smartphones,OnePlus,OnePlus Smartphones Streamlined methodic,27824.44,23544.44,18.18,4.5,In Stock
P00217,Electronics,Accessories,Nikon,Nikon Accessories Implemented exuding ,66482.14,56307.03,18.07,4.1,In Stock
P00218,Electronics,Laptops,Dell,Dell Laptops Streamlined tangible,67337.48,58639.76,14.83,4.5,Limited
P00219,Electronics,Headphones,Apple,Apple Headphones Exclusive well-modul,36975.17,30346.21,21.84,3.6,In Stock
P00220,Electronics,Headphones,Xiaomi,Xiaomi Headphones Balanced user-facing,116265.68,97178.3,19.64,3.9,In Stock
P00221,Electronics,Smartphones,Lenovo,Lenovo Smartphones Cross-group neutral ,113317.05,99613.3,13.76,4.1,In Stock
P00222,Electronics,Cameras,Samsung,Samsung Cameras Reverse-engineered s,62575.32,52399.18,19.42,4.2,Limited
P00223,Electronics,Laptops,PS5,PS5 Laptops Fundamental interact,50393.79,43333.53,16.29,4.1,Limited
P00224,Electronics,Headphones,Samsung,Samsung Headphones Synchronized impactf,63729.68,52382.57,21.66,3.8,Out of Stock
P00225,Electronics,Accessories,PS5,PS5 Accessories Reduced stable datab,104993.46,90810.23,15.62,4.2,In Stock
P00226,Electronics,Smart Watches,HP,HP Smart Watches Right-sized logistic,90386.34,77095.38,17.24,4.1,In Stock
P00227,Electronics,Cameras,Xiaomi,Xiaomi Cameras Ergonomic 6thgenerat,53294.95,46881.01,13.68,4.3,In Stock
P00228,Electronics,Smart Watches,Xbox,Xbox Smart Watches Seamless composite p,117553.09,101767.88,15.51,4.9,In Stock
P00229,Electronics,Smart Watches,Samsung,Samsung Smart Watches Face-to-face stable ,26234.41,23018.15,13.97,4.4,In Stock
