TransactionID,Date,Time,StoreID,ProductID,CustomerID,Quantity,UnitPrice,TotalAmount,PaymentMethod,Channel
TXN000099,2023-01-23,20:45:00,ONLINE,P0264,C06705,3,31.59,94.77,PayPal,Online
TXN000100,2024-03-22,14:19:00,ONLINE,P0646,C07752,1,18.72,18.72,Credit Card,Online
TXN000101,2023-08-07,17:36:00,ONLINE,P0718,C09767,1,11.77,11.77,Credit Card,Online
TXN000102,2023-04-13,19:49:00,ST005,P0429,C01195,1,16.46,16.46,Credit Card,Offline
TXN000103,2023-10-30,18:45:00,ST006,P0145,C04247,2,21.46,42.92,PayPal,Offline
TXN000104,2024-11-27,17:16:00,ST002,P0071,GUEST7655,3,35.01,105.03,Credit Card,Offline
TXN000105,2024-11-26,11:10:00,ST008,P0556,C01975,1,30.03,30.03,Debit Card,Offline
TXN000106,2023-08-07,13:29:00,ST005,P0238,C09388,1,29.41,29.41,Cash,Offline
TXN000107,2024-11-14,14:50:00,ONLINE,P0545,C08780,2,54.65,109.3,Credit Card,Online
TXN000108,2024-11-11,14:05:00,ONLINE,P0713,C05086,2,34.64,69.28,Debit Card,Online
TXN000109,2024-12-17,16:08:00,ONLINE,P0270,C01935,3,33.02,99.06,Credit Card,Online
TXN000110,2024-09-27,09:30:00,ST010,P0209,C02171,1,21.68,21.68,Credit Card,Offline
TXN000111,2023-03-07,12:57:00,ST004,P0178,C09492,1,8.6,8.6,Credit Card,Offline
TXN000112,2024-07-01,10:49:00,ST003,P0057,C04615,1,42.68,42.68,Credit Card,Offline
TXN000113,2023-05-16,13:23:00,ONLINE,P0460,C09849,1,45.54,45.54,Cash,Online
TXN000114,2024-10-14,10:53:00,ONLINE,P0374,GUEST6489,1,30.36,30.36,PayPal,Online
TXN000115,2023-08-01,16:28:00,ONLINE,P0375,C00172,1,51.26,51.26,PayPal,Online
TXN000116,2024-10-15,18:43:00,ONLINE,P0559,GUEST4567,2,7.33,14.66,Cash,Online
TXN000117,2024-04-16,17:25:00,ST009,P0390,C03504,1,43.8,43.8,PayPal,Offline
TXN000118,2023-06-14,12:36:00,ST001,P0553,C05631,2,34.86,69.72,PayPal,Offline
TXN000119,2023-04-29,19:37:00,ONLINE,P0354,GUEST2428,1,27.89,27.89,Debit Card,Online
TXN000120,2023-07-14,19:36:00,ONLINE,P0272,C02592,1,24.15,24.15,PayPal,Online
TXN000121,2023-03-27,20:20:00,ST009,P0264,GUEST4453,3,31.59,94.77,PayPal,Offline
TXN000122,2023-01-14,19:20:00,ST008,P0829,C08198,2,24.38,48.76,Debit Card,Offline
TXN000123,2023-12-14,14:06:00,ST001,P0480,C06410,1,21.65,21.65,Debit Card,Offline
TXN000124,2024-12-02,17:21:00,ST002,P0549,C02181,3,23.82,71.46,Debit Card,Offline
TXN000125,2024-02-09,16:59:00,ONLINE,P0021,C06668,1,16.03,16.03,Credit Card,Online
TXN000126,2024-12-24,20:11:00,ONLINE,P0802,C02656,1,12.93,12.93,Debit Card,Online
TXN000127,2023-11-14,13:17:00,ST004,P0772,GUEST3017,1,24.86,24.86,Cash,Offline
TXN000128,2024-01-07,13:37:00,ST007,P0029,GUEST6749,2,8.95,17.9,Credit Card,Offline
TXN000129,2024-09-08,10:18:00,ONLINE,P0869,C03336,1,20.74,20.74,Credit Card,Online
TXN000130,2023-09-23,14:20:00,ST007,P0644,C04000,2,10.37,20.74,Debit Card,Offline
TXN000131,2023-10-18,11:08:00,ST006,P0641,C01463,1,14.81,14.81,PayPal,Offline
TXN000132,2023-03-17,17:19:00,ST010,P0664,GUEST9539,1,12.92,12.92,Credit Card,Offline
TXN000133,2024-07-27,14:56:00,ST002,P0628,C02100,1,26.51,26.51,Credit Card,Offline
TXN000134,2024-09-13,18:45:00,ONLINE,P0451,C09072,2,23.32,46.64,Debit Card,Online
TXN000135,2023-08-28,19:59:00,ONLINE,P0825,C09272,2,32.37,64.74,Debit Card,Online
TXN000136,2023-07-09,13:56:00,ST003,P0056,C02703,3,21.56,64.68,Credit Card,Offline
TXN000137,2023-03-12,19:25:00,ST008,P0628,C09702,1,26.51,26.51,PayPal,Offline
TXN000138,2024-06-27,15:45:00,ST004,P0235,C02604,2,19.38,38.76,Credit Card,Offline
TXN000139,2024-02-23,09:42:00,ONLINE,P0179,C00990,1,12.87,12.87,Cash,Online
TXN000140,2023-01-08,14:44:00,ST010,P0388,GUEST8878,2,46.89,93.78,Debit Card,Offline
TXN000141,2023-10-28,19:53:00,ONLINE,P0116,C06710,3,38.23,114.69,Credit Card,Online
TXN000142,2024-09-04,12:23:00,ST006,P0102,C01889,1,10.4,10.4,PayPal,Offline
TXN000143,2023-12-07,14:14:00,ONLINE,P0504,GUEST1848,2,34.15,68.3,Credit Card,Online
TXN000144,2023-09-16,13:24:00,ONLINE,P0231,C03253,3,15.88,47.64,Debit Card,Online
TXN000145,2024-03-15,19:21:00,ST010,P0465,C01009,2,40.34,80.68,Debit Card,Offline
TXN000146,2024-03-21,10:17:00,ONLINE,P0103,C00375,1,32.01,32.01,PayPal,Online
TXN000147,2024-06-11,20:16:00,ONLINE,P0067,C01959,2,11.17,22.34,Credit Card,Online
TXN000148,2023-12-05,14:23:00,ONLINE,P0432,GUEST9090,1,35.98,35.98,PayPal,Online
TXN000149,2023-11-24,20:47:00,ONLINE,P0678,GUEST3666,1,14.8,14.8,Debit Card,Online
TXN000150,2024-10-26,11:24:00,ST009,P0055,GUEST6763,1,19.55,19.55,Credit Card,Offline
TXN000151,2024-09-02,17:52:00,ONLINE,P0212,C06020,2,10.51,21.02,Credit Card,Online
TXN000152,2023-08-02,17:32:00,ST007,P0202,C02605,1,25.8,25.8,Credit Card,Offline
TXN000153,2023-10-16,20:52:00,ST010,P0430,C09503,2,22.55,45.1,PayPal,Offline
TXN000154,2024-06-28,20:26:00,ONLINE,P0123,C09160,2,12.51,25.02,Credit Card,Online
TXN000155,2024-02-02,09:25:00,ONLINE,P0176,C08658,1,25.74,25.74,Debit Card,Online
TXN000156,2024-10-09,13:19:00,ONLINE,P0213,C02950,1,13.9,13.9,PayPal,Online
TXN000157,2023-07-20,15:06:00,ST001,P0350,C03463,3,21.17,63.51,Credit Card,Offline
TXN000158,2023-09-18,12:41:00,ONLINE,P0351,GUEST2566,2,36.3,72.6,Credit Card,Online
TXN000159,2024-03-31,13:45:00,ONLINE,P0578,C02653,1,24.7,24.7,Credit Card,Online
TXN000160,2023-05-23,19:56:00,ONLINE,P0382,GUEST1738,1,24.94,24.94,PayPal,Online
TXN000161,2024-10-14,18:18:00,ONLINE,P0475,GUEST1867,1,49.96,49.96,Credit Card,Online
TXN000162,2023-01-05,12:38:00,ONLINE,P0504,GUEST8250,2,42.69,85.38,Debit Card,Online
TXN000163,2024-03-29,10:03:00,ONLINE,P0299,C09191,1,41.7,41.7,Debit Card,Online
TXN000164,2023-09-26,18:01:00,ST009,P0299,C01644,2,41.7,83.4,Debit Card,Offline
TXN000165,2024-01-03,16:33:00,ST005,P0527,C04849,2,52.56,105.12,PayPal,Offline
TXN000166,2023-10-17,10:16:00,ST001,P0452,C05035,1,22.26,22.26,PayPal,Offline
TXN000167,2023-01-07,18:48:00,ONLINE,P0078,C08491,1,44.53,44.53,Cash,Online
TXN000168,2023-12-24,15:39:00,ONLINE,P0402,GUEST2270,1,38.05,38.05,PayPal,Online
TXN000169,2024-08-25,19:12:00,ONLINE,P0178,GUEST3192,1,14.33,14.33,Credit Card,Online
TXN000170,2024-04-12,10:25:00,ONLINE,P0521,C09541,3,29.26,87.78,Credit Card,Online
TXN000171,2024-07-21,16:54:00,ST009,P0403,C00226,1,31.97,31.97,Credit Card,Offline
TXN000172,2024-02-18,19:38:00,ST004,P0298,C09533,1,50.87,50.87,Credit Card,Offline
TXN000173,2023-04-13,18:11:00,ST005,P0314,C05152,2,33.5,67.0,Cash,Offline
TXN000174,2024-05-28,15:31:00,ONLINE,P0470,C07656,3,19.71,59.13,Debit Card,Online
TXN000175,2024-04-12,16:17:00,ST005,P0444,C05508,2,41.11,82.22,Credit Card,Offline
TXN000176,2024-02-22,15:13:00,ST007,P0566,C07222,2,27.53,55.06,Cash,Offline
TXN000177,2024-12-01,15:04:00,ONLINE,P0576,C06192,2,27.13,54.26,Debit Card,Online
TXN000178,2024-10-30,15:51:00,ONLINE,P0376,GUEST2860,1,11.81,11.81,Credit Card,Online
TXN000179,2024-06-14,11:19:00,ST006,P0719,C06088,1,16.31,16.31,Debit Card,Offline
TXN000180,2023-03-14,16:19:00,ONLINE,P0413,GUEST2927,1,36.5,36.5,PayPal,Online
TXN000181,2024-05-17,12:17:00,ONLINE,P0358,C05153,1,28.95,28.95,Credit Card,Online
TXN000182,2023-07-28,10:01:00,ONLINE,P0352,C01439,2,22.77,45.54,Credit Card,Online
TXN000183,2023-06-19,20:07:00,ONLINE,P0565,C09121,1,18.06,18.06,Credit Card,Online
TXN000184,2023-10-02,09:05:00,ONLINE,P0446,C01108,1,43.89,43.89,Debit Card,Online
TXN000185,2023-04-02,13:29:00,ST003,P0040,C01339,2,23.83,47.66,Debit Card,Offline
TXN000186,2023-09-22,18:27:00,ST009,P0378,C05134,1,20.57,20.57,PayPal,Offline
TXN000187,2023-04-09,12:49:00,ST010,P0450,GUEST5490,1,15.52,15.52,Credit Card,Offline
TXN000188,2024-05-27,14:51:00,ONLINE,P0176,C01110,1,28.6,28.6,Cash,Online
TXN000189,2024-12-11,16:47:00,ONLINE,P0242,C04304,1,27.0,27.0,PayPal,Online
TXN000190,2023-01-09,09:37:00,ONLINE,P0527,C00411,1,52.56,52.56,Debit Card,Online
TXN000191,2023-07-04,20:12:00,ST008,P0642,C05948,1,23.11,23.11,Debit Card,Offline
TXN000192,2024-02-24,11:43:00,ONLINE,P0431,C02681,1,46.02,46.02,Credit Card,Online
TXN000193,2023-11-14,10:40:00,ST008,P0518,C02822,1,18.08,18.08,Credit Card,Offline
TXN000194,2023-11-23,11:58:00,ST005,P0854,C07150,1,27.43,27.43,Credit Card,Offline
TXN000195,2023-01-02,11:08:00,ONLINE,P0609,C02856,3,10.22,30.66,PayPal,Online
TXN000196,2023-08-30,09:32:00,ST002,P0441,C08573,2,24.24,48.48,PayPal,Offline
TXN000197,2024-02-25,13:22:00,ST004,P0759,C04958,2,27.66,55.32,Debit Card,Offline
TXN000198,2023-08-25,09:35:00,ST010,P0624,C05897,1,11.54,11.54,Debit Card,Offline
TXN000199,2023-06-26,17:46:00,ST010,P0070,GUEST1333,2,24.0,48.0,Credit Card,Offline
TXN000200,2023-11-26,11:35:00,ONLINE,P0144,C09752,1,27.36,27.36,Credit Card,Online
TXN000201,2023-11-07,12:26:00,ST005,P0399,C02518,1,52.28,52.28,Credit Card,Offline
TXN000202,2024-12-09,20:58:00,ST003,P0203,C09047,1,22.56,22.56,Debit Card,Offline
TXN000203,2023-10-10,19:56:00,ST010,P0207,GUEST2782,3,43.37,130.11,Credit Card,Offline
TXN000204,2023-10-28,14:05:00,ST008,P0560,C04325,1,15.17,15.17,Credit Card,Offline
TXN000205,2023-12-21,19:01:00,ST004,P0488,GUEST3731,2,16.25,32.5,Credit Card,Offline
TXN000206,2024-03-17,11:15:00,ONLINE,P0574,C08846,1,29.53,29.53,PayPal,Online
TXN000207,2024-11-30,09:00:00,ONLINE,P0215,C00187,1,23.58,23.58,Credit Card,Online
TXN000208,2024-11-29,19:30:00,ST003,P0704,C08788,2,27.71,55.42,Credit Card,Offline
TXN000209,2024-07-19,14:12:00,ST003,P0382,C06913,3,24.94,74.82,PayPal,Offline
TXN000210,2023-01-05,10:08:00,ST010,P0491,C02966,1,28.37,28.37,Debit Card,Offline
TXN000211,2024-06-10,12:50:00,ONLINE,P0543,C06533,1,52.79,52.79,PayPal,Online
TXN000212,2023-11-24,11:14:00,ST009,P0700,GUEST3859,1,24.66,24.66,PayPal,Offline
TXN000213,2023-06-20,13:04:00,ST008,P0675,C04997,1,34.67,34.67,Credit Card,Offline
TXN000214,2024-02-06,19:42:00,ST001,P0326,C09113,1,18.48,18.48,Cash,Offline
TXN000215,2023-03-25,13:34:00,ST005,P0422,C09571,2,22.12,44.24,Credit Card,Offline
TXN000216,2024-11-16,12:08:00,ST003,P0090,GUEST3688,1,42.91,42.91,Credit Card,Offline
TXN000217,2023-06-30,15:07:00,ST009,P0874,GUEST5933,3,5.67,17.01,Cash,Offline
TXN000218,2024-09-08,17:45:00,ONLINE,P0749,C07287,1,22.26,22.26,Debit Card,Online
TXN000219,2023-04-07,10:15:00,ONLINE,P0003,C06554,2,17.15,34.3,PayPal,Online
TXN000220,2024-10-20,19:54:00,ST004,P0485,C05211,1,37.66,37.66,Credit Card,Offline
TXN000221,2023-07-02,14:52:00,ONLINE,P0071,C04260,1,43.76,43.76,Debit Card,Online
TXN000222,2023-11-06,09:45:00,ONLINE,P0610,C02151,1,25.67,25.67,Credit Card,Online
TXN000223,2023-02-22,13:10:00,ST005,P0547,GUEST9067,2,39.31,78.62,Credit Card,Offline
TXN000224,2023-06-29,12:31:00,ST006,P0065,C07413,1,12.23,12.23,PayPal,Offline
TXN000225,2023-09-17,17:13:00,ST009,P0196,GUEST6975,1,44.69,44.69,Credit Card,Offline
TXN000226,2024-03-24,09:25:00,ST005,P0386,GUEST3376,1,19.43,19.43,Credit Card,Offline
TXN000227,2024-11-05,19:29:00,ONLINE,P0533,C09024,1,31.85,31.85,Credit Card,Online
TXN000228,2024-05-14,15:30:00,ONLINE,P0431,C07123,1,46.02,46.02,Debit Card,Online
TXN000229,2024-01-08,16:05:00,ST009,P0186,C08501,2,15.33,30.66,Debit Card,Offline
TXN000230,2023-11-21,14:14:00,ONLINE,P0800,C03840,1,8.0,8.0,Credit Card,Online
TXN000231,2024-05-28,11:15:00,ONLINE,P0488,C09664,3,16.25,48.75,Credit Card,Online
TXN000232,2024-06-30,09:20:00,ST010,P0276,GUEST5768,1,35.81,35.81,Debit Card,Offline
TXN000233,2024-03-23,10:39:00,ST010,P0145,C07513,1,21.46,21.46,PayPal,Offline
TXN000234,2023-06-22,20:43:00,ONLINE,P0032,C08594,1,27.54,27.54,Credit Card,Online
TXN000235,2023-02-14,17:02:00,ST008,P0215,C06567,2,23.58,47.16,Cash,Offline
TXN000236,2024-08-11,11:48:00,ST010,P0407,C02620,2,19.99,39.98,Credit Card,Offline
TXN000237,2024-04-10,20:15:00,ONLINE,P0501,C01898,1,22.41,22.41,Cash,Online
TXN000238,2024-04-02,20:53:00,ST003,P0660,C07798,2,10.2,20.4,Credit Card,Offline
TXN000239,2023-01-24,14:44:00,ST002,P0044,C05263,2,36.08,72.16,Debit Card,Offline
TXN000240,2024-02-05,14:07:00,ONLINE,P0219,C04822,1,14.4,14.4,Credit Card,Online
TXN000241,2023-02-14,13:44:00,ST007,P0308,C04976,1,49.94,49.94,Debit Card,Offline
TXN000242,2024-09-11,09:50:00,ONLINE,P0452,C08325,1,22.26,22.26,PayPal,Online
TXN000243,2024-12-27,16:33:00,ST008,P0857,GUEST7530,1,32.33,32.33,Credit Card,Offline
TXN000244,2024-12-29,13:48:00,ST009,P0399,C00298,2,52.28,104.56,Credit Card,Offline
TXN000245,2024-08-12,09:35:00,ST003,P0263,C00032,1,48.53,48.53,Credit Card,Offline
TXN000246,2023-08-08,16:51:00,ONLINE,P0281,C01977,1,43.16,43.16,Credit Card,Online
TXN000247,2023-05-04,12:39:00,ST006,P0549,C00300,2,23.82,47.64,Debit Card,Offline
TXN000248,2024-10-02,09:12:00,ST004,P0380,C03766,1,50.76,50.76,Credit Card,Offline
TXN000249,2024-01-14,12:06:00,ST005,P0480,C04085,1,21.65,21.65,Debit Card,Offline
TXN000250,2023-06-04,13:35:00,ST010,P0220,C00473,1,35.31,35.31,Credit Card,Offline
TXN000251,2024-06-11,14:36:00,ST009,P0716,C08866,1,20.28,20.28,PayPal,Offline
TXN000252,2024-08-02,11:55:00,ST008,P0446,C02907,2,43.89,87.78,Credit Card,Offline
TXN000253,2024-05-07,17:15:00,ONLINE,P0310,C09674,1,42.52,42.52,Credit Card,Online
TXN000254,2024-12-18,18:06:00,ST010,P0221,GUEST7489,1,14.8,14.8,PayPal,Offline
TXN000255,2024-10-06,15:53:00,ONLINE,P0288,C02925,1,39.59,39.59,Credit Card,Online
TXN000256,2024-04-16,12:34:00,ST009,P0303,C03220,1,19.83,19.83,Credit Card,Offline
TXN000257,2023-03-07,13:34:00,ONLINE,P0597,GUEST2104,1,17.34,17.34,Cash,Online
TXN000258,2024-02-07,17:47:00,ST008,P0734,C06224,2,34.38,68.76,Credit Card,Offline
TXN000259,2024-02-21,10:34:00,ST005,P0372,C04491,2,44.9,89.8,PayPal,Offline
TXN000260,2023-12-26,19:10:00,ONLINE,P0090,C01734,1,42.91,42.91,Credit Card,Online
TXN000261,2024-03-26,16:14:00,ONLINE,P0292,C02872,1,34.7,34.7,Credit Card,Online
TXN000262,2023-01-16,17:31:00,ONLINE,P0367,C08260,2,41.61,83.22,Credit Card,Online
TXN000263,2023-05-19,12:01:00,ONLINE,P0404,C04939,1,52.37,52.37,Credit Card,Online
TXN000264,2023-05-15,11:31:00,ST003,P0373,C07789,1,24.29,24.29,Cash,Offline
TXN000265,2024-12-08,11:31:00,ST006,P0338,C05634,1,31.42,31.42,Credit Card,Offline
TXN000266,2024-11-13,20:17:00,ONLINE,P0453,C01132,1,31.86,31.86,Debit Card,Online
TXN000267,2023-08-15,12:34:00,ST005,P0352,C06326,3,28.46,85.38,PayPal,Offline
TXN000268,2023-06-12,16:08:00,ST007,P0799,C05987,1,14.6,14.6,Credit Card,Offline
