CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Segment,City,State,Age,Gender,CLV,TotalSpend,PurchaseCount
C00083,494,2,114.49000000000001,1,1,2,4,112,Hibernating,Chicago,IL,27,Female,142.45,114.49000000000001,2
C00084,287,4,68.74000000000001,1,3,1,5,131,At Risk,Charlotte,NC,23,Male,141.0,68.74000000000001,4
C00085,485,2,111.91,1,1,2,4,112,Hibernating,Chicago,IL,30,Male,123.92,111.91,2
C00086,153,4,190.34,3,3,4,10,334,Promising,San Jose,CA,29,Female,242.04,190.34,4
C00087,427,2,83.53,1,1,2,4,112,Hibernating,Phoenix,AZ,48,Male,164.49,83.53,2
C00088,138,1,38.47,3,1,1,5,311,Lost,Jacksonville,FL,32,Female,196.84,38.47,1
C00089,515,1,52.62,1,1,1,3,111,Lost,Seattle,WA,26,Male,90.03,52.62,1
C00090,67,5,178.87,4,4,4,12,444,Champions,Miami,FL,42,Female,595.26,178.87,5
C00091,352,2,49.93,1,1,1,3,111,Lost,Seattle,WA,33,Female,70.26,49.93,2
C00092,66,3,64.68,4,2,1,7,421,Recent Customers,San Francisco,CA,33,Female,90.8,64.68,3
C00093,66,7,256.28999999999996,4,5,5,14,455,Champions,New York,NY,38,Male,256.27,256.28999999999996,7
C00094,284,4,134.82999999999998,1,3,3,7,133,At Risk,Seattle,WA,44,Female,135.83,134.82999999999998,4
C00095,226,6,161.82,2,4,3,9,243,Need Attention,New York,NY,35,Female,569.75,161.82,6
C00096,13,6,165.24,5,4,3,12,543,Loyal Customers,Seattle,WA,28,Female,253.77,165.24,6
C00097,118,4,243.87,3,3,5,11,335,Promising,Fort Worth,TX,27,Female,317.91,243.87,4
C00098,152,2,39.160000000000004,3,1,1,5,311,Lost,Dallas,TX,35,Male,42.29,39.160000000000004,2
C00099,542,4,147.06,1,3,3,7,133,At Risk,Dallas,TX,42,Female,200.26,147.06,4
C00100,79,5,157.39,4,4,3,11,443,Loyal Customers,Philadelphia,PA,31,Male,180.29,157.39,5
C00101,16,6,173.81,5,4,4,13,544,Champions,San Francisco,CA,44,Female,232.97,173.81,6
C00102,113,5,148.72,3,4,3,10,343,Loyal Customers,Phoenix,AZ,39,Male,155.81,148.72,5
C00103,144,6,227.82,3,4,4,11,344,Loyal Customers,Dallas,TX,44,Female,257.98,227.82,6
C00104,327,4,138.35,1,3,3,7,133,At Risk,Chicago,IL,22,Female,161.0,138.35,4
C00105,191,2,63.76,2,1,1,4,211,Lost,San Jose,CA,47,Female,239.92,63.76,2
C00106,24,6,150.42,5,4,3,12,543,Loyal Customers,Los Angeles,CA,24,Male,217.58,150.42,6
C00107,201,4,193.97,2,3,4,9,234,Need Attention,Chicago,IL,37,Male,394.04,193.97,4
C00108,17,5,177.45,5,4,4,13,544,Champions,New York,NY,46,Male,200.11,177.45,5
C00109,196,7,242.62,2,5,5,12,255,Need Attention,Los Angeles,CA,36,Male,297.84,242.62,7
C00110,156,7,283.87,3,5,5,13,355,Loyal Customers,Charlotte,NC,43,Female,445.93,283.87,7
C00111,432,3,246.1,1,2,5,8,125,Cannot Lose Them,Miami,FL,23,Male,769.91,246.1,3
C00112,165,5,159.41,2,4,3,9,243,Need Attention,San Jose,CA,33,Male,195.68,159.41,5
C00113,116,5,121.32,3,4,2,9,342,Promising,Houston,TX,42,Female,155.53,121.32,5
C00114,143,3,93.56,3,2,2,7,322,Promising,Dallas,TX,25,Female,206.16,93.56,3
C00115,596,3,113.32,1,2,2,5,122,Hibernating,Los Angeles,CA,47,Female,248.15,113.32,3
C00116,0,3,174.56,5,2,4,11,524,Potential Loyalists,Jacksonville,FL,24,Male,624.69,174.56,3
C00117,104,1,51.98,3,1,1,5,311,Lost,Boston,MA,46,Male,75.99,51.98,1
C00118,200,3,116.99000000000001,2,2,2,6,222,Need Attention,Phoenix,AZ,39,Male,339.83,116.99000000000001,3
C00119,33,3,44.38,5,2,1,8,521,Recent Customers,Austin,TX,47,Female,92.72,44.38,3
C00120,5,6,365.95,5,4,5,14,545,Champions,New York,NY,34,Female,1027.45,365.95,6
C00121,65,5,156.32999999999998,4,4,3,11,443,Loyal Customers,Los Angeles,CA,44,Female,285.82,156.32999999999998,5
C00122,60,5,198.99,4,4,4,12,444,Champions,Charlotte,NC,40,Male,241.85,198.99,5
C00123,36,4,125.53999999999999,5,3,3,11,533,Potential Loyalists,San Francisco,CA,48,Male,168.85,125.53999999999999,4
C00124,12,4,180.64,5,3,4,12,534,Potential Loyalists,San Francisco,CA,48,Female,249.43,180.64,4
C00125,140,3,50.25,3,2,1,6,321,Need Attention,New York,NY,42,Female,182.8,50.25,3
C00126,51,3,101.86,4,2,2,8,422,Potential Loyalists,Boston,MA,33,Male,511.59,101.86,3
C00127,81,3,66.98,4,2,1,7,421,Recent Customers,Seattle,WA,34,Male,285.42,66.98,3
C00128,87,8,370.44,4,5,5,14,455,Champions,Seattle,WA,41,Female,432.4,370.44,8
C00129,113,4,185.07,3,3,4,10,334,Promising,Austin,TX,25,Male,206.38,185.07,4
C00130,315,1,34.19,1,1,1,3,111,Lost,Los Angeles,CA,25,Female,42.11,34.19,1
C00131,21,5,268.31,5,4,5,14,545,Champions,Denver,CO,48,Female,670.75,268.31,5
C00132,256,1,35.56,2,1,1,4,211,Lost,Boston,MA,40,Female,103.28,35.56,1
C00133,48,5,138.92000000000002,4,4,3,11,443,Loyal Customers,Boston,MA,24,Male,422.49,138.92000000000002,5
C00134,65,3,68.73,4,2,1,7,421,Recent Customers,Charlotte,NC,48,Male,519.03,68.73,3
C00135,122,2,69.23,3,1,1,5,311,Lost,Jacksonville,FL,45,Female,144.69,69.23,2
C00136,33,4,326.26,5,3,5,13,535,Potential Loyalists,Los Angeles,CA,41,Female,1417.59,326.26,4
C00137,491,2,65.32,1,1,1,3,111,Lost,San Jose,CA,28,Male,70.4,65.32,2
C00138,403,4,121.02,1,3,2,6,132,At Risk,Seattle,WA,28,Male,189.07,121.02,4
C00139,441,1,47.3,1,1,1,3,111,Lost,Denver,CO,27,Female,113.83,47.3,1
C00140,149,6,278.0,3,4,5,12,345,Loyal Customers,Denver,CO,43,Female,417.54,278.0,6
C00141,60,5,213.21,4,4,4,12,444,Champions,Houston,TX,47,Male,252.38,213.21,5
C00142,77,4,152.12,4,3,3,10,433,Potential Loyalists,Austin,TX,27,Female,394.72,152.12,4
C00143,565,1,102.0,1,1,2,4,112,Hibernating,Seattle,WA,33,Female,146.38,102.0,1
C00144,300,1,16.86,1,1,1,3,111,Lost,Austin,TX,29,Male,39.11,16.86,1
C00145,62,5,114.05,4,4,2,10,442,Potential Loyalists,Jacksonville,FL,36,Female,1125.09,114.05,5
C00146,113,5,149.0,3,4,3,10,343,Loyal Customers,Los Angeles,CA,41,Male,202.93,149.0,5
C00147,77,6,258.53,4,4,5,13,445,Champions,New York,NY,29,Male,359.27,258.53,6
C00148,234,6,295.62,2,4,5,11,245,Need Attention,Dallas,TX,39,Male,2101.97,295.62,6
C00149,123,5,320.89,3,4,5,12,345,Loyal Customers,Jacksonville,FL,26,Female,375.41,320.89,5
C00150,183,3,98.32,2,2,2,6,222,Need Attention,San Diego,CA,47,Female,129.23,98.32,3
C00151,428,3,132.20000000000002,1,2,3,6,123,Hibernating,Denver,CO,28,Male,928.01,132.20000000000002,3
C00152,23,8,385.17,5,5,5,15,555,Champions,Philadelphia,PA,48,Male,707.71,385.17,8
C00153,149,6,179.94,3,4,4,11,344,Loyal Customers,Los Angeles,CA,47,Female,567.82,179.94,6
C00154,203,6,179.95999999999998,2,4,4,10,244,Need Attention,Jacksonville,FL,48,Female,1010.43,179.95999999999998,6
C00155,72,3,60.12,4,2,1,7,421,Recent Customers,Miami,FL,41,Male,291.29,60.12,3
C00156,0,3,56.800000000000004,5,2,1,8,521,Recent Customers,Los Angeles,CA,38,Male,79.42,56.800000000000004,3
C00157,259,3,98.62,2,2,2,6,222,Need Attention,Phoenix,AZ,38,Male,141.89,98.62,3
C00158,38,4,142.67000000000002,5,3,3,11,533,Potential Loyalists,Fort Worth,TX,36,Male,1546.88,142.67000000000002,4
C00159,93,4,136.06,3,3,3,9,333,Promising,Fort Worth,TX,26,Female,157.85,136.06,4
C00160,5,6,141.07999999999998,5,4,3,12,543,Loyal Customers,Los Angeles,CA,34,Female,289.25,141.07999999999998,6
C00161,105,5,260.03,3,4,5,12,345,Loyal Customers,Columbus,OH,44,Male,939.78,260.03,5
C00163,363,3,97.31,1,2,2,5,122,Hibernating,Seattle,WA,45,Male,229.17,97.31,3
C00164,42,4,178.28,4,3,4,11,434,Potential Loyalists,Columbus,OH,43,Male,255.52,178.28,4
C00165,102,5,186.13,3,4,4,11,344,Loyal Customers,Columbus,OH,33,Male,282.71,186.13,5
C00166,125,3,72.49,3,2,1,6,321,Need Attention,Miami,FL,46,Female,74.1,72.49,3
C00167,345,5,164.52999999999997,1,4,3,8,143,At Risk,San Francisco,CA,26,Female,394.27,164.52999999999997,5
C00168,31,6,311.75,5,4,5,14,545,Champions,Jacksonville,FL,46,Male,364.72,311.75,6
C00169,135,7,336.93,3,5,5,13,355,Loyal Customers,San Diego,CA,41,Male,2975.13,336.93,7
C00170,42,3,85.66,4,2,2,8,422,Potential Loyalists,Austin,TX,47,Male,243.6,85.66,3
C00171,289,5,139.55,1,4,3,8,143,At Risk,New York,NY,28,Male,202.13,139.55,5
C00172,414,7,212.91,1,5,4,10,154,At Risk,Dallas,TX,37,Male,436.65,212.91,7
C00173,14,3,162.24,5,2,3,10,523,Potential Loyalists,New York,NY,40,Male,250.22,162.24,3
C00174,81,1,58.12,4,1,1,6,411,Recent Customers,San Jose,CA,47,Female,71.51,58.12,1
C00175,37,8,358.53999999999996,5,5,5,15,555,Champions,New York,NY,34,Female,382.3,358.53999999999996,8
C00176,78,8,280.04,4,5,5,14,455,Champions,Houston,TX,31,Female,285.03,280.04,8
C00177,174,3,105.83,2,2,2,6,222,Need Attention,Houston,TX,32,Female,681.73,105.83,3
C00178,105,3,75.15,3,2,1,6,321,Need Attention,Chicago,IL,28,Female,90.93,75.15,3
C00179,90,2,71.71,4,1,1,6,411,Recent Customers,Los Angeles,CA,38,Female,93.24,71.71,2
C00180,54,7,177.2,4,5,4,13,454,Champions,Philadelphia,PA,33,Female,180.13,177.2,7
C00181,28,5,235.46,5,4,5,14,545,Champions,San Diego,CA,38,Female,2742.74,235.46,5
C00182,379,4,121.72999999999999,1,3,2,6,132,At Risk,Dallas,TX,34,Male,680.02,121.72999999999999,4
C00183,259,6,232.07999999999998,2,4,5,11,245,Need Attention,San Diego,CA,32,Female,270.35,232.07999999999998,6
C00184,202,2,62.199999999999996,2,1,1,4,211,Lost,Fort Worth,TX,43,Male,121.19,62.199999999999996,2
C00185,52,7,234.59,4,5,5,14,455,Champions,Phoenix,AZ,31,Female,389.76,234.59,7
C00186,222,2,113.80000000000001,2,1,2,5,212,Hibernating,San Antonio,TX,26,Male,291.83,113.80000000000001,2
C00187,31,1,23.58,5,1,1,7,511,Recent Customers,Indianapolis,IN,26,Female,157.44,23.58,1
C00188,20,4,148.43,5,3,3,11,533,Potential Loyalists,Denver,CO,27,Female,1041.93,148.43,4
C00189,319,2,137.89,1,1,3,5,113,Hibernating,Houston,TX,32,Male,166.46,137.89,2
C00190,180,4,182.25,2,3,4,9,234,Need Attention,Columbus,OH,35,Female,1797.77,182.25,4
C00191,36,5,151.44,5,4,3,12,543,Loyal Customers,Dallas,TX,46,Male,176.42,151.44,5
C00192,466,4,244.39000000000001,1,3,5,9,135,At Risk,New York,NY,41,Female,849.58,244.39000000000001,4
C00193,11,7,276.52,5,5,5,15,555,Champions,San Diego,CA,29,Male,624.26,276.52,7
C00194,167,5,134.76,2,4,3,9,243,Need Attention,Chicago,IL,46,Female,377.37,134.76,5
C00195,719,2,154.05,1,1,3,5,113,Hibernating,Charlotte,NC,42,Female,460.92,154.05,2
C00196,61,6,344.64,4,4,5,13,445,Champions,Charlotte,NC,27,Male,395.16,344.64,6
C00197,272,2,116.58,2,1,2,5,212,Hibernating,New York,NY,30,Female,862.53,116.58,2
C00198,110,5,135.65,3,4,3,10,343,Loyal Customers,San Antonio,TX,28,Male,464.18,135.65,5
C00199,108,7,180.58,3,5,4,12,354,Loyal Customers,Charlotte,NC,32,Female,505.77,180.58,7
C00200,110,1,23.7,3,1,1,5,311,Lost,Fort Worth,TX,23,Female,86.22,23.7,1
C00201,354,3,123.14,1,2,2,5,122,Hibernating,Boston,MA,45,Male,1006.34,123.14,3
C00202,306,4,241.51,1,3,5,9,135,At Risk,San Francisco,CA,23,Male,1062.11,241.51,4
C00203,208,4,272.41999999999996,2,3,5,10,235,Need Attention,Los Angeles,CA,34,Male,569.23,272.41999999999996,4
C00204,175,3,130.06,2,2,3,7,223,Need Attention,Fort Worth,TX,31,Female,749.5,130.06,3
C00205,549,3,114.98,1,2,2,5,122,Hibernating,San Jose,CA,23,Male,269.05,114.98,3
C00206,344,2,68.22,1,1,1,3,111,Lost,Chicago,IL,38,Male,209.83,68.22,2
C00207,197,3,131.68,2,2,3,7,223,Need Attention,Seattle,WA,34,Female,150.66,131.68,3
C00208,322,3,98.71,1,2,2,5,122,Hibernating,Philadelphia,PA,40,Male,171.28,98.71,3
C00209,31,5,183.12,5,4,4,13,544,Champions,Dallas,TX,44,Male,262.43,183.12,5
C00210,173,3,33.45,2,2,1,5,221,Need Attention,Chicago,IL,44,Female,37.41,33.45,3
C00211,174,4,141.01999999999998,2,3,3,8,233,Need Attention,Indianapolis,IN,34,Male,416.16,141.01999999999998,4
C00212,23,5,120.89999999999999,5,4,2,11,542,Potential Loyalists,Los Angeles,CA,27,Female,428.43,120.89999999999999,5
C00213,94,2,68.66,3,1,1,5,311,Lost,Philadelphia,PA,26,Male,364.96,68.66,2
C00214,332,6,264.13,1,4,5,10,145,At Risk,Columbus,OH,31,Female,370.78,264.13,6
C00215,39,5,121.72,5,4,2,11,542,Potential Loyalists,Houston,TX,26,Male,761.49,121.72,5
C00216,133,6,428.02,3,4,5,12,345,Loyal Customers,New York,NY,37,Female,748.73,428.02,6
C00217,256,4,108.23,2,3,2,7,232,Need Attention,Charlotte,NC,28,Female,139.11,108.23,4
C00218,70,5,180.81,4,4,4,12,444,Champions,Chicago,IL,41,Male,412.45,180.81,5
C00219,351,5,133.92000000000002,1,4,3,8,143,At Risk,Boston,MA,39,Male,324.38,133.92000000000002,5
C00220,263,4,191.92,2,3,4,9,234,Need Attention,Los Angeles,CA,33,Male,492.16,191.92,4
C00222,221,4,102.11,2,3,2,7,232,Need Attention,Houston,TX,27,Male,167.15,102.11,4
C00223,224,5,138.48000000000002,2,4,3,9,243,Need Attention,Boston,MA,47,Male,297.95,138.48000000000002,5
C00224,101,8,264.25,3,5,5,13,355,Loyal Customers,Jacksonville,FL,23,Male,2037.63,264.25,8
C00225,312,1,33.86,1,1,1,3,111,Lost,Jacksonville,FL,34,Male,210.66,33.86,1
C00226,163,5,157.73,2,4,3,9,243,Need Attention,Chicago,IL,37,Male,217.01,157.73,5
C00227,83,2,47.04,4,1,1,6,411,Recent Customers,Austin,TX,35,Male,92.64,47.04,2
C00228,128,3,56.769999999999996,3,2,1,6,321,Need Attention,Los Angeles,CA,40,Male,63.16,56.769999999999996,3
C00229,87,2,28.32,4,1,1,6,411,Recent Customers,Boston,MA,47,Female,223.1,28.32,2
C00230,228,4,199.66,2,3,4,9,234,Need Attention,Dallas,TX,40,Female,392.55,199.66,4
C00231,463,5,139.96,1,4,3,8,143,At Risk,Denver,CO,38,Female,261.07,139.96,5
C00232,179,3,125.62,2,2,3,7,223,Need Attention,San Diego,CA,31,Male,371.74,125.62,3
C00234,40,4,173.43,5,3,4,12,534,Potential Loyalists,Columbus,OH,23,Female,282.61,173.43,4
C00235,126,5,190.95000000000002,3,4,4,11,344,Loyal Customers,San Antonio,TX,42,Male,192.89,190.95000000000002,5
C00236,54,4,96.53,4,3,2,9,432,Potential Loyalists,Chicago,IL,31,Female,135.5,96.53,4
C00237,72,3,61.709999999999994,4,2,1,7,421,Recent Customers,Austin,TX,34,Male,90.58,61.709999999999994,3
C00238,1,7,156.01,5,5,3,13,553,Loyal Customers,Austin,TX,32,Female,706.0,156.01,7
C00239,151,4,145.51999999999998,3,3,3,9,333,Promising,Miami,FL,37,Male,166.68,145.51999999999998,4
C00240,116,5,246.82,3,4,5,12,345,Loyal Customers,Austin,TX,47,Female,434.48,246.82,5
C00241,315,4,177.99,1,3,4,8,134,At Risk,Indianapolis,IN,40,Female,247.03,177.99,4
C00242,6,5,166.95999999999998,5,4,3,12,543,Loyal Customers,San Antonio,TX,43,Female,362.72,166.95999999999998,5
C00243,16,2,82.11,5,1,2,8,512,Recent Customers,Phoenix,AZ,48,Male,111.29,82.11,2
C00244,61,5,175.09,4,4,4,12,444,Champions,Seattle,WA,27,Female,822.89,175.09,5
C00245,368,5,143.03,1,4,3,8,143,At Risk,San Jose,CA,32,Male,419.95,143.03,5
C00246,55,3,52.56,4,2,1,7,421,Recent Customers,Charlotte,NC,29,Female,292.15,52.56,3
C00247,515,1,32.65,1,1,1,3,111,Lost,Indianapolis,IN,27,Male,45.49,32.65,1
C00248,63,5,146.74,4,4,3,11,443,Loyal Customers,Chicago,IL,38,Male,250.69,146.74,5
C00249,53,3,114.67999999999999,4,2,2,8,422,Potential Loyalists,Phoenix,AZ,32,Female,139.38,114.67999999999999,3
C00250,149,3,81.42,3,2,2,7,322,Promising,Austin,TX,46,Male,93.95,81.42,3
C00251,32,6,272.82,5,4,5,14,545,Champions,Phoenix,AZ,45,Male,337.56,272.82,6
C00252,80,4,114.14999999999999,4,3,2,9,432,Potential Loyalists,Indianapolis,IN,22,Female,127.95,114.14999999999999,4
C00253,445,2,46.809999999999995,1,1,1,3,111,Lost,Boston,MA,24,Female,252.44,46.809999999999995,2
C00254,250,5,179.94,2,4,4,10,244,Need Attention,Indianapolis,IN,43,Female,633.59,179.94,5
C00255,46,6,182.54,4,4,4,12,444,Champions,Miami,FL,28,Female,1098.13,182.54,6
C00256,327,3,92.42999999999999,1,2,2,5,122,Hibernating,Dallas,TX,32,Female,184.02,92.42999999999999,3
C00257,133,6,155.79,3,4,3,10,343,Loyal Customers,Phoenix,AZ,30,Male,182.61,155.79,6
C00258,27,5,205.56,5,4,4,13,544,Champions,Indianapolis,IN,28,Female,227.12,205.56,5
C00259,203,3,89.16,2,2,2,6,222,Need Attention,Phoenix,AZ,44,Female,751.0,89.16,3
C00260,2,7,365.87,5,5,5,15,555,Champions,Chicago,IL,41,Female,515.64,365.87,7
C00261,15,2,183.93,5,1,4,10,514,Recent Customers,Phoenix,AZ,37,Male,188.92,183.93,2
C00262,68,6,203.79,4,4,4,12,444,Champions,Chicago,IL,34,Male,338.57,203.79,6
C00263,115,3,84.61000000000001,3,2,2,7,322,Promising,Miami,FL,44,Female,387.6,84.61000000000001,3
C00264,10,5,271.63,5,4,5,14,545,Champions,Austin,TX,28,Male,1152.93,271.63,5
C00266,311,2,63.48,1,1,1,3,111,Lost,Miami,FL,46,Female,188.89,63.48,2
