Date,Store,Revenue,Units_Sold,Footfall,Conversion_Rate,Avg_Discount,Transactions,Avg_Transaction_Value,Year,Month,Week,DayName
2024-01-07,Store_C,1626158.45,258,1245.0,15.740000000000002,9.212303370786517,178,9135.72,2024,1,1,Sunday
2024-01-07,Store_D,5384042.39,784,2198.0,26.29,9.646733944954129,545,9878.98,2024,1,1,Sunday
2024-01-07,Store_E,5992238.28,751,1923.0,28.48,10.032683896620277,503,11913.0,2024,1,1,Sunday
2024-01-08,Store_A,3687979.58,482,1037.0,34.18,10.06048048048048,333,11075.01,2024,1,2,Monday
2024-01-08,Store_B,1970379.71,310,1485.0,15.4,10.323666666666666,210,9382.76,2024,1,2,Monday
2024-01-08,Store_C,1801064.0,236,886.0,19.65,10.385460122699387,163,11049.47,2024,1,2,Monday
2024-01-08,Store_D,4478908.72,610,1972.0,22.64,9.958413461538461,416,10766.61,2024,1,2,Monday
2024-01-08,Store_E,3104693.42,404,1144.0,26.63,9.439583333333333,288,10780.19,2024,1,2,Monday
2024-01-09,Store_A,2251139.57,279,1354.0,15.94,9.939595959595959,198,11369.39,2024,1,2,Tuesday
2024-01-09,Store_B,2290846.92,311,1386.0,16.26,10.130601851851852,216,10605.77,2024,1,2,Tuesday
2024-01-09,Store_C,2377646.04,256,1044.0,17.72,9.31453488372093,172,13823.52,2024,1,2,Tuesday
2024-01-09,Store_D,4794975.79,717,1887.0,28.05,10.151095041322314,484,9906.97,2024,1,2,Tuesday
2024-01-09,Store_E,4132823.33,557,1158.0,34.62,10.321968503937008,381,10847.31,2024,1,2,Tuesday
2024-01-10,Store_A,3772336.71,510,1227.0,30.06,10.786914285714285,350,10778.1,2024,1,2,Wednesday
2024-01-10,Store_B,3162749.71,371,1696.0,16.53,10.139961685823755,261,12117.81,2024,1,2,Wednesday
2024-01-10,Store_C,2870771.38,371,988.0,27.87,10.208705882352941,255,11257.93,2024,1,2,Wednesday
2024-01-10,Store_D,4614029.85,596,1768.0,24.68,10.105615763546798,406,11364.61,2024,1,2,Wednesday
2024-01-10,Store_E,2454020.71,303,1268.0,17.56,9.626425120772947,207,11855.17,2024,1,2,Wednesday
2024-01-11,Store_A,2711113.1,316,1357.0,17.06,11.22552995391705,217,12493.61,2024,1,2,Thursday
2024-01-11,Store_B,4607185.23,574,1470.0,28.66,10.588158567774936,391,11783.08,2024,1,2,Thursday
2024-01-11,Store_C,2519713.95,309,909.0,25.1,10.244312796208531,211,11941.77,2024,1,2,Thursday
2024-01-11,Store_D,3549014.07,440,1794.0,17.97,10.44721649484536,291,12195.92,2024,1,2,Thursday
2024-01-11,Store_E,2924675.01,404,1279.0,22.36,10.163357664233578,274,10674.0,2024,1,2,Thursday
2024-01-12,Store_A,2885185.76,380,1293.0,21.51,10.453682170542637,258,11182.89,2024,1,2,Friday
2024-01-12,Store_B,5115881.69,678,1710.0,29.13,10.197978494623657,465,11001.9,2024,1,2,Friday
2024-01-12,Store_C,3282180.92,455,1082.0,30.96,10.336960784313726,306,10726.08,2024,1,2,Friday
2024-01-12,Store_D,3946207.81,512,1614.0,23.65,9.891392045454545,352,11210.82,2024,1,2,Friday
2024-01-12,Store_E,5389959.97,645,1408.0,33.98,9.465619266055047,436,12362.29,2024,1,2,Friday
2024-01-13,Store_A,4744730.09,588,1836.0,23.79,10.083107769423558,399,11891.55,2024,1,2,Saturday
2024-01-13,Store_B,6889943.7,944,2048.0,33.03,9.901363636363635,638,10799.28,2024,1,2,Saturday
2024-01-13,Store_C,2124439.83,244,1204.0,15.11,9.242857142857142,168,12645.48,2024,1,2,Saturday
2024-01-13,Store_D,8953273.63,1121,2374.0,34.77,10.199435695538059,762,11749.7,2024,1,2,Saturday
2024-01-13,Store_E,5124131.56,690,2046.0,23.79,10.469224137931034,464,11043.39,2024,1,2,Saturday
2024-01-14,Store_A,5927929.79,739,1772.0,30.18,10.51439842209073,507,11692.17,2024,1,2,Sunday
2024-01-14,Store_B,5494885.72,709,1985.0,25.77,10.12231732776618,479,11471.58,2024,1,2,Sunday
2024-01-14,Store_C,4837914.86,663,1515.0,32.39,10.12967032967033,455,10632.78,2024,1,2,Sunday
2024-01-14,Store_D,6575724.1,823,2354.0,25.67,10.271795332136445,557,11805.61,2024,1,2,Sunday
2024-01-14,Store_E,2969753.59,358,1768.0,15.12,10.068,250,11879.01,2024,1,2,Sunday
2024-01-15,Store_A,4500878.28,572,1319.0,30.730000000000004,9.716745406824147,381,11813.33,2024,1,3,Monday
2024-01-15,Store_B,2277548.74,347,1609.0,15.5,9.640680851063829,235,9691.7,2024,1,3,Monday
2024-01-15,Store_C,1726559.95,201,891.0,17.48,9.749202898550726,138,12511.3,2024,1,3,Monday
2024-01-15,Store_D,6163650.52,768,1645.0,33.52,9.80750479846449,521,11830.42,2024,1,3,Monday
2024-01-15,Store_E,2622030.44,338,1368.0,18.7,9.960515021459228,233,11253.35,2024,1,3,Monday
2024-01-16,Store_A,3882393.2,500,1023.0,34.62,10.330091743119267,327,11872.76,2024,1,3,Tuesday
2024-01-16,Store_B,2435488.99,378,1610.0,16.76,10.587312252964427,253,9626.44,2024,1,3,Tuesday
2024-01-16,Store_C,1799344.48,246,907.0,20.97,10.443176470588234,170,10584.38,2024,1,3,Tuesday
2024-01-16,Store_D,3638296.92,537,2025.0,19.8,10.00427027027027,370,9833.23,2024,1,3,Tuesday
2024-01-16,Store_E,3370303.7399999998,411,1494.0,19.9,10.79409420289855,276,12211.25,2024,1,3,Tuesday
2024-01-17,Store_A,2612175.44,341,1179.0,20.74,9.71577777777778,225,11609.67,2024,1,3,Wednesday
2024-01-17,Store_B,4175045.96,564,1338.0,31.81,10.345913705583756,394,10596.56,2024,1,3,Wednesday
2024-01-17,Store_C,2363340.87,313,875.0,26.41,10.256445497630333,211,11200.67,2024,1,3,Wednesday
2024-01-17,Store_D,5058045.3,700,1532.0,33.92,10.096155462184875,476,10626.15,2024,1,3,Wednesday
2024-01-17,Store_E,3092446.66,430,1431.0,22.31,10.033803278688524,305,10139.17,2024,1,3,Wednesday
2024-01-18,Store_A,2083744.57,288,1094.0,19.53,9.793020833333333,192,10852.84,2024,1,3,Thursday
2024-01-18,Store_B,4089289.96,471,1412.0,25.289999999999996,10.115757575757575,330,12391.79,2024,1,3,Thursday
2024-01-18,Store_C,1932649.84,291,881.0,24.45,9.828781725888325,197,9810.41,2024,1,3,Thursday
2024-01-18,Store_D,5309287.11,747,2060.0,26.47,9.98651663405088,511,10389.99,2024,1,3,Thursday
2024-01-18,Store_E,2566400.11,285,1359.0,15.829999999999998,9.89607142857143,196,13093.88,2024,1,3,Thursday
2024-01-19,Store_A,2567512.06,289,1030.0,20.89,9.827635467980295,203,12647.84,2024,1,3,Friday
2024-01-19,Store_B,3337654.89,376,1639.0,17.27,10.275152671755725,262,12739.14,2024,1,3,Friday
2024-01-19,Store_C,3225504.24,499,1083.0,33.73,10.023548387096774,341,9458.96,2024,1,3,Friday
2024-01-19,Store_D,2998046.39,372,1709.0,15.93,9.973373493975902,249,12040.35,2024,1,3,Friday
2024-01-19,Store_E,3982751.0100000002,530,1206.0,33.71,10.62903846153846,364,10941.62,2024,1,3,Friday
2024-01-20,Store_A,4675448.08,555,1491.0,27.690000000000005,9.8051968503937,381,12271.52,2024,1,3,Saturday
2024-01-20,Store_B,6169967.01,718,2348.0,22.96,10.026020408163266,490,12591.77,2024,1,3,Saturday
2024-01-20,Store_C,2734354.02,401,1439.0,20.05,9.837067669172932,266,10279.53,2024,1,3,Saturday
2024-01-20,Store_D,4113872.21,625,2680.0,17.11,10.289456264775414,423,9725.47,2024,1,3,Saturday
2024-01-20,Store_E,4003777.05,556,1946.0,21.25,9.683769633507852,382,10481.09,2024,1,3,Saturday
2024-01-21,Store_A,3706242.28,548,1802.0,22.75,10.268873994638069,373,9936.31,2024,1,3,Sunday
2024-01-21,Store_B,7183458.59,948,2141.0,31.72,10.567232704402516,636,11294.75,2024,1,3,Sunday
2024-01-21,Store_C,4575158.4,629,1328.0,33.79,10.272122641509434,424,10790.47,2024,1,3,Sunday
2024-01-21,Store_D,5340565.59,698,2375.0,21.55,10.469728033472803,478,11172.73,2024,1,3,Sunday
2024-01-21,Store_E,4798671.9799999995,673,1952.0,25.41,10.216940133037694,451,10640.07,2024,1,3,Sunday
2024-01-22,Store_A,4222577.19,548,1343.0,29.209999999999997,9.864821917808218,365,11568.7,2024,1,4,Monday
2024-01-22,Store_B,4307315.84,574,1464.0,28.38,10.6379792746114,386,11158.85,2024,1,4,Monday
2024-01-22,Store_C,2107175.59,302,1035.0,21.570000000000004,9.714407582938387,211,9986.61,2024,1,4,Monday
2024-01-22,Store_D,4930553.94,651,1665.0,29.19,9.703480176211453,454,10860.25,2024,1,4,Monday
2024-01-22,Store_E,3147910.69,387,1224.0,22.84,9.552046332046332,259,12154.1,2024,1,4,Monday
2024-01-23,Store_A,4973476.11,990,1880.0,28.26,24.581297071129708,478,10404.76,2024,1,4,Tuesday
2024-01-23,Store_B,5472342.18,1076,2909.0,19.12,25.571397205588823,501,10922.84,2024,1,4,Tuesday
2024-01-23,Store_C,4853557.54,968,1700.0,30.06,24.844933333333334,450,10785.68,2024,1,4,Tuesday
2024-01-23,Store_D,8086020.5,1629,3182.0,26.7,25.42476439790576,764,10583.8,2024,1,4,Tuesday
2024-01-23,Store_E,8225919.2299999995,1552,2595.0,32.32,24.886397350993377,755,10895.26,2024,1,4,Tuesday
2024-01-24,Store_A,3394078.31,715,2217.0,17.33,25.447393767705382,353,9614.95,2024,1,4,Wednesday
2024-01-24,Store_B,5055952.57,917,2679.0,18.27,24.612892938496582,439,11516.98,2024,1,4,Wednesday
2024-01-24,Store_C,4194081.86,803,1594.0,24.74,25.363481894150418,359,11682.68,2024,1,4,Wednesday
2024-01-24,Store_D,9235471.54,1655,3617.0,24.25,24.86238213399504,806,11458.4,2024,1,4,Wednesday
2024-01-24,Store_E,7726227.83,1410,2516.0,30.04,25.316512301013024,691,11181.23,2024,1,4,Wednesday
2024-01-25,Store_A,6899193.49,1254,2306.0,29.55,25.38544701986755,604,11422.51,2024,1,4,Thursday
2024-01-25,Store_B,7591480.48,1436,2767.0,26.99,25.162874251497005,668,11364.49,2024,1,4,Thursday
2024-01-25,Store_C,4690186.25,880,1983.0,22.94,24.878038740920093,413,11356.38,2024,1,4,Thursday
2024-01-25,Store_D,8483290.2,1609,3361.0,26.119999999999997,25.068722860791826,783,10834.34,2024,1,4,Thursday
2024-01-25,Store_E,3957713.85,827,2342.0,18.78,25.597732997481106,397,9969.05,2024,1,4,Thursday
2024-01-26,Store_A,7871014.83,1407,2786.0,27.24,24.80853237410072,695,11325.2,2024,1,4,Friday
2024-01-26,Store_B,7722904.19,1387,3128.0,23.75,24.94021021021021,666,11595.95,2024,1,4,Friday
2024-01-26,Store_C,5037088.19,993,2392.0,22.76,24.596967213114752,488,10321.9,2024,1,4,Friday
2024-01-26,Store_D,14317206.8,2594,4170.0,33.09,24.493234587670134,1249,11462.94,2024,1,4,Friday
2024-01-26,Store_E,7245819.15,1535,2769.0,27.5,25.23958452722063,698,10380.83,2024,1,4,Friday
2024-01-27,Store_A,12437696.19,2445,3839.0,33.71,25.147128205128205,1170,10630.51,2024,1,4,Saturday
2024-01-27,Store_B,12880496.28,2325,3952.0,30.340000000000003,25.064757103574703,1091,11806.14,2024,1,4,Saturday
2024-01-27,Store_C,10208238.12,1816,3232.0,29.83,25.207038724373575,878,11626.69,2024,1,4,Saturday
2024-01-27,Store_D,15878331.36,2889,5208.0,29.609999999999996,24.979310839913854,1393,11398.66,2024,1,4,Saturday
2024-01-27,Store_E,9194589.5,1731,4482.0,20.76,24.076458087367175,847,10855.48,2024,1,4,Saturday
2024-01-28,Store_A,6322056.29,1183,3692.0,17.08,24.37373472949389,573,11033.26,2024,1,4,Sunday
2024-01-28,Store_B,7886975.24,1451,4852.0,15.79,24.644587554269176,691,11413.86,2024,1,4,Sunday
2024-01-28,Store_C,8331177.08,1534,2627.0,31.4,24.544276139410186,746,11167.8,2024,1,4,Sunday
2024-01-28,Store_D,16436157.07,2971,4664.0,33.27,24.682288732394365,1420,11574.76,2024,1,4,Sunday
2024-01-28,Store_E,10798440.31,2198,3913.0,28.98,25.00519305019305,1036,10423.2,2024,1,4,Sunday
2024-01-29,Store_A,5500635.9,1058,2304.0,25.35,23.74462546816479,534,10300.82,2024,1,5,Monday
2024-01-29,Store_B,7104870.64,1329,2859.0,24.53,24.855862068965518,638,11136.16,2024,1,5,Monday
2024-01-29,Store_C,5338282.86,977,2297.0,23.26,24.548416666666665,480,11121.42,2024,1,5,Monday
2024-01-29,Store_D,10644587.39,2089,4430.0,24.98,24.526746268656716,1005,10591.63,2024,1,5,Monday
2024-01-29,Store_E,7340390.48,1511,2426.0,32.64,24.785580419580416,715,10266.28,2024,1,5,Monday
2024-01-30,Store_A,3668982.57,480,1476.0,23.78,9.929181818181819,330,11118.13,2024,1,5,Tuesday
2024-01-30,Store_B,5613842.95,704,1949.0,26.98,9.896024590163934,488,11503.78,2024,1,5,Tuesday
2024-01-30,Store_C,3201941.01,486,1189.0,30.06,9.84251497005988,334,9586.65,2024,1,5,Tuesday
2024-01-30,Store_D,6788294.92,856,2104.0,29.6,10.096275862068966,580,11703.96,2024,1,5,Tuesday
2024-01-30,Store_E,5998301.79,726,1532.0,34.33,9.864146341463414,492,12191.67,2024,1,5,Tuesday
2024-01-31,Store_A,4317435.51,523,1600.0,24.440000000000005,10.116280991735538,363,11893.76,2024,1,5,Wednesday
2024-01-31,Store_B,4037288.27,566,1765.0,23.15,10.184206349206349,378,10680.66,2024,1,5,Wednesday
2024-01-31,Store_C,3402843.4,463,1079.0,30.9,10.188548895899054,317,10734.52,2024,1,5,Wednesday
2024-01-31,Store_D,4332966.67,568,2194.0,19.62,10.06125641025641,390,11110.17,2024,1,5,Wednesday
2024-01-31,Store_E,4407738.39,628,1607.0,27.44,10.270999999999999,420,10494.62,2024,1,5,Wednesday
2024-02-01,Store_A,3674790.21,563,1217.0,33.83,9.717244094488189,381,9645.12,2024,2,5,Thursday
2024-02-01,Store_B,5218714.58,635,1716.0,27.0,10.312972350230414,434,12024.69,2024,2,5,Thursday
2024-02-01,Store_C,2520340.91,334,1124.0,22.03,10.091551724137931,232,10863.54,2024,2,5,Thursday
2024-02-01,Store_D,5896243.65,774,1926.0,28.75,9.684213592233009,515,11449.02,2024,2,5,Thursday
2024-02-01,Store_E,4534733.3,655,1433.0,32.43,9.678252873563219,435,10424.67,2024,2,5,Thursday
2024-02-02,Store_A,2398948.11,353,1292.0,19.88,10.173430962343096,239,10037.44,2024,2,5,Friday
2024-02-02,Store_B,3838595.37,469,1464.0,22.79,9.732555205047317,317,12109.13,2024,2,5,Friday
2024-02-02,Store_C,2216767.43,303,864.0,25.6,10.293951219512197,205,10813.5,2024,2,5,Friday
2024-02-02,Store_D,3444242.16,455,1675.0,20.56,9.865333333333334,315,10934.1,2024,2,5,Friday
2024-02-02,Store_E,2506561.42,370,1106.0,24.13,10.09052,250,10026.25,2024,2,5,Friday
2024-02-03,Store_A,5808562.82,673,1468.0,33.31,10.102314410480348,458,12682.45,2024,2,5,Saturday
2024-02-03,Store_B,6198617.23,829,2004.0,31.08,10.569084507042254,568,10913.06,2024,2,5,Saturday
2024-02-03,Store_C,2754074.91,316,1543.0,15.31,9.798198198198197,222,12405.74,2024,2,5,Saturday
2024-02-03,Store_D,5657967.05,786,2337.0,24.79,9.887495361781076,539,10497.16,2024,2,5,Saturday
2024-02-03,Store_E,5266996.07,628,2040.0,22.87,10.566342592592592,432,12192.12,2024,2,5,Saturday
2024-02-04,Store_A,4992138.2700000005,629,1589.0,29.65,10.094837962962963,432,11555.88,2024,2,5,Sunday
2024-02-04,Store_B,6034378.41,821,1923.0,31.06,10.230285714285714,560,10775.68,2024,2,5,Sunday
2024-02-04,Store_C,3524366.94,444,1484.0,22.04,10.5732,300,11747.89,2024,2,5,Sunday
2024-02-04,Store_D,5229869.19,676,2340.0,21.26,9.498260869565216,460,11369.28,2024,2,5,Sunday
2024-02-04,Store_E,4102674.04,547,1653.0,25.13,10.058355437665783,377,10882.42,2024,2,5,Sunday
2024-02-05,Store_A,3846813.03,512,1191.0,31.29,10.20453216374269,342,11247.99,2024,2,6,Monday
2024-02-05,Store_B,2864222.2,383,1278.0,21.51,10.085153846153846,260,11016.24,2024,2,6,Monday
2024-02-05,Store_C,1607812.5,279,859.0,21.54,10.570282485875707,177,9083.69,2024,2,6,Monday
2024-02-05,Store_D,4642327.78,578,2029.0,20.8,9.894822335025381,394,11782.56,2024,2,6,Monday
2024-02-05,Store_E,5198361.4799999995,596,1402.0,30.77,10.616053921568628,408,12741.08,2024,2,6,Monday
2024-02-06,Store_A,2638334.97,399,1221.0,24.18,10.056167883211678,274,9628.96,2024,2,6,Tuesday
2024-02-06,Store_B,5201882.26,678,1718.0,29.57,9.921453362255965,461,11283.91,2024,2,6,Tuesday
2024-02-06,Store_C,2824751.65,374,983.0,29.16,10.13027027027027,259,10906.38,2024,2,6,Tuesday
2024-02-06,Store_D,4295631.83,562,1691.0,24.74,10.555382653061224,392,10958.24,2024,2,6,Tuesday
2024-02-06,Store_E,3059942.15,490,1189.0,30.1,10.17630303030303,330,9272.55,2024,2,6,Tuesday
2024-02-07,Store_A,3282490.78,396,1125.0,25.72,9.55135531135531,273,12023.78,2024,2,6,Wednesday
2024-02-07,Store_B,4637687.36,584,1404.0,30.25,10.383684210526317,399,11623.28,2024,2,6,Wednesday
2024-02-07,Store_C,2117973.5,265,879.0,21.92,10.248743169398907,183,11573.63,2024,2,6,Wednesday
2024-02-07,Store_D,4571295.34,649,1773.0,27.79,10.428651685393259,445,10272.57,2024,2,6,Wednesday
2024-02-07,Store_E,4689728.67,643,1429.0,33.82,10.15856179775281,445,10538.72,2024,2,6,Wednesday
2024-02-08,Store_A,4654108.58,548,1162.0,34.61,10.588015873015873,378,12312.46,2024,2,6,Thursday
2024-02-08,Store_B,3435721.63,393,1659.0,18.17,9.474358974358974,273,12585.06,2024,2,6,Thursday
2024-02-08,Store_C,1852779.27,275,1141.0,16.72,10.306166666666666,180,10293.22,2024,2,6,Thursday
2024-02-08,Store_D,4892812.18,681,1736.0,29.13,9.699008438818565,474,10322.39,2024,2,6,Thursday
2024-02-08,Store_E,4403387.56,592,1330.0,32.97,9.984240963855422,415,10610.57,2024,2,6,Thursday
2024-02-09,Store_A,3186877.22,433,1085.0,28.97,10.411006711409396,298,10694.22,2024,2,6,Friday
2024-02-09,Store_B,4163843.48,577,1559.0,26.72,10.084177545691906,383,10871.65,2024,2,6,Friday
2024-02-09,Store_C,2269022.28,300,1101.0,19.76,9.743034825870646,201,11288.67,2024,2,6,Friday
2024-02-09,Store_D,5423894.23,640,1787.0,27.07,10.384570135746605,442,12271.25,2024,2,6,Friday
2024-02-09,Store_E,3671002.85,529,1467.0,27.329999999999995,9.296141304347826,368,9975.55,2024,2,6,Friday
2024-02-10,Store_A,4987526.19,745,1715.0,31.08,9.840965794768612,497,10035.26,2024,2,6,Saturday
2024-02-10,Store_B,4389806.21,618,2403.0,18.99,9.678669833729217,421,10427.09,2024,2,6,Saturday
2024-02-10,Store_C,3113994.58,426,1574.0,20.46,10.126081081081082,296,10520.25,2024,2,6,Saturday
2024-02-10,Store_D,8372287.94,1039,2340.0,32.76,9.980977653631285,716,11693.14,2024,2,6,Saturday
2024-02-10,Store_E,5550529.47,738,1957.0,27.18,10.400967741935483,496,11190.58,2024,2,6,Saturday
2024-02-11,Store_A,9703721.27,1723,3250.0,28.67,24.8754415274463,838,11579.62,2024,2,6,Sunday
2024-02-11,Store_B,5509434.91,1099,3835.0,15.02,24.988505747126435,522,10554.47,2024,2,6,Sunday
2024-02-11,Store_C,7895970.9,1601,2539.0,33.71,24.613913043478263,782,10097.15,2024,2,6,Sunday
2024-02-11,Store_D,11663981.9,2261,4978.0,25.7,24.75213977566868,1159,10063.83,2024,2,6,Sunday
2024-02-11,Store_E,6807165.69,1405,3432.0,21.98,24.46029368575624,681,9995.84,2024,2,6,Sunday
2024-02-12,Store_A,5896659.37,1009,2267.0,24.05,23.821081632653062,490,12034.0,2024,2,7,Monday
2024-02-12,Store_B,8780645.27,1795,2698.0,33.99,25.043671036948748,839,10465.61,2024,2,7,Monday
2024-02-12,Store_C,3105831.07,601,1756.0,19.03,24.111898305084747,295,10528.24,2024,2,7,Monday
2024-02-12,Store_D,5816755.69,1211,3018.0,21.13,24.648844133099825,571,10186.96,2024,2,7,Monday
2024-02-12,Store_E,8793867.68,1538,2660.0,30.580000000000002,24.6782123655914,744,11819.71,2024,2,7,Monday
2024-02-13,Store_A,7108826.9,1310,2024.0,33.85,24.703429027113238,627,11337.84,2024,2,7,Tuesday
2024-02-13,Store_B,5294576.85,909,2878.0,17.23,25.028613636363637,440,12033.13,2024,2,7,Tuesday
2024-02-13,Store_C,6436184.61,1286,2029.0,33.55,25.076860841423947,618,10414.54,2024,2,7,Tuesday
2024-02-13,Store_D,8898575.62,1624,3591.0,23.26,25.144784313725488,765,11632.12,2024,2,7,Tuesday
2024-02-13,Store_E,6725126.48,1341,2060.0,33.35,24.963606299212596,635,10590.75,2024,2,7,Tuesday
2024-02-14,Store_A,3498601.58,686,1950.0,17.84,24.49158227848101,316,11071.52,2024,2,7,Wednesday
2024-02-14,Store_B,8829619.4,1630,2677.0,31.49,24.907355584082154,779,11334.56,2024,2,7,Wednesday
2024-02-14,Store_C,4913449.56,1055,2017.0,27.3,24.901247484909458,497,9886.22,2024,2,7,Wednesday
2024-02-14,Store_D,7943213.54,1422,2931.0,26.74,24.78518413597734,706,11251.01,2024,2,7,Wednesday
2024-02-14,Store_E,5087249.99,1042,2102.0,26.73,25.205166340508807,511,9955.48,2024,2,7,Wednesday
2024-02-15,Store_A,7953791.87,1526,2446.0,32.21,24.881659751037343,723,11001.1,2024,2,7,Thursday
2024-02-15,Store_B,5527366.39,1031,2455.0,21.64,24.622764227642275,492,11234.48,2024,2,7,Thursday
2024-02-15,Store_C,3386592.23,662,1949.0,16.79,24.761103896103897,308,10995.43,2024,2,7,Thursday
2024-02-15,Store_D,7488247.17,1474,3635.0,21.14,25.105425685425686,693,10805.55,2024,2,7,Thursday
2024-02-15,Store_E,4519666.11,939,2398.0,19.12,25.180584112149536,428,10559.97,2024,2,7,Thursday
2024-02-16,Store_A,4063897.59,755,1885.0,20.83,25.583064066852366,359,11320.05,2024,2,7,Friday
2024-02-16,Store_B,3584796.95,727,2455.0,15.34,25.250873493975906,332,10797.58,2024,2,7,Friday
2024-02-16,Store_C,3803910.63,630,1862.0,17.93,24.01567213114754,305,12471.84,2024,2,7,Friday
2024-02-16,Store_D,9238792.22,1625,3391.0,25.669999999999998,24.685428211586903,794,11635.76,2024,2,7,Friday
2024-02-16,Store_E,4242613.26,683,2455.0,15.03,24.761807228915664,332,12778.96,2024,2,7,Friday
2024-02-17,Store_A,9236999.47,1634,3279.0,26.939999999999998,25.033833746898264,806,11460.3,2024,2,7,Saturday
2024-02-17,Store_B,6511212.36,1289,3986.0,16.86,24.831,610,10674.12,2024,2,7,Saturday
2024-02-17,Store_C,5372393.45,1005,2628.0,20.68,23.731731160896132,491,10941.74,2024,2,7,Saturday
2024-02-17,Store_D,12582191.08,2434,4624.0,27.36,25.119162303664922,1146,10979.22,2024,2,7,Saturday
2024-02-17,Store_E,11538459.16,2234,3740.0,30.9,25.115971428571427,1050,10989.01,2024,2,7,Saturday
2024-02-18,Store_A,4279574.94,571,1917.0,21.54,10.387403598971721,389,11001.48,2024,2,7,Sunday
2024-02-18,Store_B,4356359.77,531,1996.0,19.93,9.705561643835617,365,11935.23,2024,2,7,Sunday
2024-02-18,Store_C,3042480.95,398,1574.0,18.62,10.027216117216117,273,11144.62,2024,2,7,Sunday
2024-02-18,Store_D,5215406.09,762,2290.0,23.65,10.421774193548387,496,10514.93,2024,2,7,Sunday
2024-02-18,Store_E,2242167.16,364,1685.0,15.88,10.45417004048583,247,9077.6,2024,2,7,Sunday
